variable1,variable2
0.4444322073530787,-21.073149560734834
0.04392820912008305,42.54942126648322
0.3002362882130045,-93.1719579466665
0.46680584358773214,-15.243704257710476
0.35183634106989686,-98.8810656783838
0.10088180991058793,-57.85305398720498
0.11989546781686253,-46.651521065253874
0.2425453705230606,-27.97218915043058
0.06593173915460623,-85.03389204524147
0.07874094825846674,-25.090929567387633
0.0012004872025197994,-15.82828775877168
0.5563789624351908,-29.459221296910243
0.05914602214430976,1.5476700060132629
0.19744242278757906,-37.65151575544616
0.36212720050512087,-21.215716990871343
0.2981363349553797,-53.61465279262266
0.27999264167291577,-80.69261482107792
0.017103732229963597,17.444095612505592
0.3037377002199033,-99.70057351947199
0.12748435756714838,3.0136152289714744
0.15116862426299338,-75.95607207327811
0.10414231818210717,-32.756647822033784
0.11049059076916033,-83.80146415844585
0.06072948952162793,-29.767845434839558
0.28679450820289093,-36.75233046545702
0.2430878450493725,-3.1646878821252784
0.03113926303517701,-63.695691323430566
0.13460475896270996,-26.996714560237876
0.23283966780374854,-90.47719471458217
0.1932389450864273,-83.68248487835753
0.1781018357190137,-94.95583285230961
0.21079344979980655,-17.10430269659932
0.0862425064099729,-12.817079875162136
0.15519709439379348,-95.2517640988231
0.19005286289927034,-71.48060019340566
0.14717096841009905,20.86132932947706
0.17289173007474395,-49.99071965772318
0.16963305610726032,-15.753466924102796
0.10052046815009331,96.13931263144644
0.08835109621361993,-96.64280166275327
0.4901548960009582,35.86926087908242
0.0351581505492034,70.63950801655548
0.37240542637364976,-85.09623662543756
0.2873511084765797,-36.73944630156718
0.25267173809899146,-75.18996919773252
0.04872789193515641,84.17166168261593
0.007179115342646788,-39.6698676299428
0.11987526811849938,-89.66205260011213
0.11890944150963602,-76.24580932610357
0.07277043118890181,-48.31528383192726
0.31232425728037283,-46.992895275477515
0.38323812830459947,-90.41321632606224
0.0686165634623905,-60.20204822245293
0.43557646241421116,-70.262840054889
0.4133531167693366,-55.77324159968733
0.22987426227556187,-80.83093460024793
0.23137333475142555,13.917230944561894
0.03771155450439604,-68.24304729191869
0.3364788282824591,-83.37645017300463
0.35412904135651263,-38.42592303756574
0.14339352797758761,-77.8205431984454
0.15038675087833847,-65.18405527628798
0.001402342933101737,-33.42542823812238
0.3189805968412042,-48.1474151734353
0.44497934330357913,5.447372100628257
0.1888154402643558,-60.350332299333196
0.33236299889532467,-87.21446422520107
0.13742599434559252,-74.1402020687356
0.12737735852481905,-93.13334507134789
0.3312964925382457,-93.80653275962868
0.0754747311568333,-89.51908661308528
0.3649895314004012,75.19022999190406
0.5125013905971384,-72.73979436689544
0.36243279366101844,19.635163797168417
0.19507428077160022,-82.80056092746176
0.05561501820158333,-40.41373289282094
0.05437254108262199,-72.94836540854648
0.2497273726367187,-65.78942228273822
0.15797141119382788,-44.525577456712696
0.051212768870852104,53.27163699283946
0.24983715231306053,-98.00631284145895
0.2330588330936253,53.66568570274728
0.5514150351575416,-44.8269164372977
0.2008792511989717,29.08179691521906
0.4120602410644032,-90.98066925106154
0.004179047166479108,-92.74465594903654
0.09456509851488241,-54.35119778886742
0.2938995034292048,-68.62738760038307
0.5060507711771944,-85.44138335888604
0.08947661242941335,42.50979643187111
0.6328791023501475,-57.533726322485826
0.022413994438877,1.2515231355213672
0.3673512534367807,-47.03682582910711
0.0034623961573666514,-80.00205042357351
0.3167371603089091,-6.1984791136366795
0.5519681004780476,-97.56837497543589
0.37859526998414594,-74.05577183165421
0.15335963203889322,-47.75905987450803
0.5819317375455755,-77.34622165719868
0.27271189867788936,87.57668616372834
0.1623617056466082,3.922516867449218
0.43010257317934536,36.87950943517981
0.04690680037916036,5.429003439517629
0.22887029078342555,-78.50387902803337
0.13559878109325646,-86.7823219081445
0.27880240726451255,-14.17229551846468
0.2676318864111353,-10.488277284045424
0.528127233140099,-2.466808626569872
0.4332852486290347,-88.00914421765282
0.08215319203634391,-28.20657384953435
0.4926651375150074,8.979382761990294
0.16544401231707745,38.794764845863824
0.24137377039077534,-93.39374230616426
0.18419768753115828,-98.91432775162889
0.5154052684129001,-67.19257704863205
0.22583494210145572,-30.3086038743197
0.5189170224708366,-75.77640429130612
0.05773446727005224,-45.81666761142872
0.1569691901372013,-78.96973301001232
0.07471104941924477,45.52475968373335
0.426161238250813,-7.468236959946566
0.028287714516533086,-89.90207898275091
0.4695138864923198,14.447342630778238
0.2265862718560801,-85.66833718451954
0.5580263100331972,2.21957088307056
0.4030677834729142,-54.6129427451022
0.25862302358717504,-91.94296521418353
0.32838124374926636,7.217148624968132
0.1371494593610418,-2.129198286026707
0.22603288542604397,-78.9675264262467
0.17734341667519496,-71.61251007595936
0.20627838523500377,-29.466591374418556
0.46059263443495885,-23.92128915258381
0.07537542508628377,-80.14317175392566
0.17602176902864647,-64.7568486453419
0.09182939621113426,-41.57693259792362
0.13426003682699195,-26.751072728106138
0.3157992691656267,-93.5049304800757
0.6647743769953033,17.602196376559363
0.36145410895800667,-79.62635449811846
0.23217291035419707,-10.80211599905617
0.4493511124261978,87.54194554333816
0.029393318989509698,-57.58254357975735
0.46778843576063134,-5.953494463631415
0.08236799796550323,-41.91733445609584
0.34506273262443743,-56.30538072253501
0.25967336735541435,-85.17948707908806
0.3345763316627472,22.19745076516648
0.39979388826639384,-96.4635442384952
0.0038524974854611082,9.654876890576844
0.01780810886926455,56.90756612205956
0.23209487089070724,-30.607242702565813
0.32215252939599176,88.60945951989021
0.030187415494075536,-36.30870973693025
0.10858431904858307,-58.421988391271256
0.6147231711662124,-87.95081163871828
0.060799053482677896,-55.295634517933685
0.1949428306572982,-40.95736166210229
0.16092930291233898,3.1336091647428503
0.1154773842046435,-53.4429948717897
0.4487067094899707,-55.90511792007135
0.11664951573790443,-69.23855926367419
0.6587818703617252,-99.86062347184927
0.20997842661421273,-91.25357846352713
0.19573899211309692,-58.43230847143228
0.17713842335770616,-35.99356188214071
0.18365728429898193,-34.93669685073061
0.24326050206448055,-14.780820439324117
0.329945080459838,-66.07164188048444
0.19361919837555278,-76.63707248915313
0.1824372608905415,-0.9896168950464528
0.2764592800124419,-4.902927408960721
0.09276327789920472,-97.11683991575136
0.336660079837165,-64.43759821757307
0.0189984027644393,-18.28593284810306
0.3787866730654361,-29.177890160233275
0.04435739208728329,-91.35437056796842
0.05108414701430427,-39.800339394374305
0.12566103618960878,-59.2586325091041
0.19613625936663484,-84.06795526502135
0.17284498505953655,4.693003714770583
0.15795251199443813,-90.72787763747553
0.12664668211198513,-50.35838958318789
0.39816704679961923,-24.09008143336024
0.17206288871005346,-24.43595714725069
0.12356174971069533,-68.3216762917846
0.47663391089410206,-37.75072310311295
0.6028592637173728,-63.647658067433596
0.06145156016362009,-11.74460529865236
0.013772968081367616,-87.81924829769976
0.44817765442433183,-8.291055064711003
0.11118228185922309,-61.55256020733861
0.1500154022434911,-80.29971078624752
0.23808311867946225,-37.74201467888927
0.23351335764042597,55.70956652392783
0.2284616841987912,-99.48473603251503
0.21258203765830327,45.737785433441104
0.11037856028253058,-21.64488796437989
0.04894813835034512,-35.1417349618756
0.14795403553071168,-10.147746167967398
0.17729851723571907,-77.29244901476892
0.14272343413865218,20.759126954708094
0.42046253804041284,-43.37001241678534
0.21138927193590124,-94.47718515358375
0.05557129136145435,-67.25503267195054
0.13638416199581382,-47.71595150515023
0.20256619958336267,-51.17884684969298
0.05437038696397545,-99.22421530138271
0.44688900107958307,-77.62378209388623
0.20670323524403947,-5.287094646570736
0.03906126586259399,-7.9242049897281674
0.3428799389729935,-60.3557739244484
0.19361967112445844,-92.87613861299096
0.046236571503145134,-41.145163361991564
0.12463661563735237,-67.11313721686831
0.34747789175498284,25.166343655731282
0.038520273601979564,-13.295602061073666
0.03309248346606619,46.003300330812976
0.2912551468153043,36.68393405360811
0.17297184804576762,-67.47258273432215
0.039439542521407626,-49.05300262112036
0.07151605619487215,-33.094961627342514
0.1927137198784319,-81.62777241908728
0.17499160727953111,-74.49812037579368
0.44344787883845643,-61.711270207992
0.15077277641960593,2.8652169619771826
0.013004545267561049,25.58863538346253
0.12892792274755002,-63.894304759452346
0.41567951739390746,15.934343350221909
0.06590282262505003,-87.07664252221036
0.01973762468429439,-63.97029388608416
0.47734169730167014,-73.57745015870356
0.183946983070491,-36.92189007476485
0.16135461737556128,-49.59716446323458
0.04300642151210473,64.16654211508785
0.018106572874990644,-87.96692906104012
0.36519324112828944,-19.23524197204742
0.2447145357408919,-61.76580404428821
0.023510005010409514,-86.61156072987819
0.15956598285168996,-62.836027174914854
0.08623633986731606,-95.55571448027469
0.6089593822292748,63.58316882219597
0.32896034946794606,-66.09539369533667
0.03888604145290902,-36.00547419273082
0.11106011139327718,-73.55336626186866
0.36013059728904606,-11.67355191200295
0.01959390788915294,-49.19534096720938
0.04177493952791169,12.862400076689838
0.13631840630613734,75.1900708105652
0.16462409168961709,-95.53878480056393
0.16812735879830162,-67.576127399055
0.08985327335390404,12.643606708191868
0.1112093901450865,-90.63961201612503
0.07246967432696579,18.286722208366186
0.3642510406337712,-65.91363107563726
0.372308393600825,-96.7693234879939
0.02439328024251799,-53.23573499717903
0.25192556000863925,-31.17063034974852
0.322683242014717,-32.52604018420024
0.1883549254638091,-56.697956037636544
